-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 
Location: Latitude  28.7041   Longitude 77.1025 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 230.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PS                      MERRA-2 Surface Pressure (kPa) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN               MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M_MAX,T2M_MIN,QV2M,RH2M,PS,WS10M_MAX,WS10M_MIN
2022,5,27,6.29,3.69,3.32,0.56,457.03,120.67,127.06,14.73,0.38,2.0,40.91,26.99,13.18,39.94,97.27,5.65,0.27
2022,5,28,6.19,3.03,3.89,0.55,462.4,117.65,126.93,14.1,0.38,1.91,43.42,28.2,12.7,35.75,97.08,5.41,2.2
2022,5,29,6.39,3.92,3.25,0.57,463.23,119.59,123.86,14.35,0.38,2.02,43.29,25.08,10.8,33.38,97.16,5.23,1.24
2022,5,30,6.09,3.44,3.26,0.54,464.65,113.94,126.43,13.62,0.37,1.91,42.36,26.65,10.99,34.38,97.2,2.62,0.26
2022,5,31,6.18,3.11,3.8,0.55,448.48,110.75,118.64,12.64,0.32,1.64,41.08,24.01,8.79,29.69,97.28,4.42,2.04
2022,6,1,6.13,5.81,3.42,0.55,444.59,112.65,125.91,13.45,0.35,1.8,44.22,29.08,7.63,22.44,97.32,5.58,0.9
2022,6,2,6.31,3.6,3.39,0.56,454.61,117.74,126.3,14.18,0.38,1.93,43.82,27.33,7.51,20.81,97.29,5.64,1.0
2022,6,3,7.26,5.53,2.88,0.64,443.45,132.53,134.12,16.27,0.44,2.27,44.43,27.78,6.23,18.25,97.2,6.41,1.12
2022,6,4,7.35,5.39,3.06,0.65,449.91,134.77,138.09,16.77,0.45,2.3,44.96,29.83,5.74,15.5,97.22,3.42,0.47
2022,6,5,7.29,5.26,3.06,0.64,435.31,133.74,140.06,16.77,0.45,2.34,45.09,27.5,6.65,17.75,97.27,6.02,0.59
2022,6,6,7.44,5.81,2.9,0.66,456.07,138.25,140.98,17.38,0.48,2.48,44.14,28.78,5.98,15.62,97.19,4.84,0.82
2022,6,7,6.25,3.24,3.69,0.55,471.37,114.86,122.09,13.48,0.37,1.89,45.58,29.33,6.65,17.0,97.15,6.27,1.73
2022,6,8,6.59,3.65,3.74,0.58,462.83,121.38,129.24,14.63,0.39,2.03,45.0,30.06,6.77,17.31,97.13,9.87,2.97
2022,6,9,6.5,3.65,3.62,0.57,461.16,118.76,122.93,14.17,0.37,1.88,44.99,29.76,7.87,19.56,97.03,5.55,0.66
2022,6,10,6.5,3.45,3.79,0.57,478.33,121.86,126.95,14.49,0.38,1.96,45.17,30.33,8.97,22.12,97.1,9.21,1.77
2022,6,11,7.03,4.35,3.62,0.62,481.23,132.8,137.11,16.41,0.45,2.33,45.55,29.98,8.73,21.06,97.15,8.73,4.23
2022,6,12,6.88,3.87,3.85,0.61,462.86,129.04,134.87,15.91,0.44,2.26,45.3,30.58,9.28,22.38,97.26,6.71,2.2
2022,6,13,5.46,2.72,3.42,0.48,466.7,103.73,130.45,12.68,0.34,1.72,45.33,31.43,10.19,23.69,97.39,8.43,0.52
2022,6,14,5.17,2.43,3.24,0.45,485.47,100.12,128.96,12.26,0.34,1.74,43.73,32.23,13.55,33.38,97.36,8.23,5.41
2022,6,15,7.1,5.38,2.88,0.62,470.27,135.82,138.06,16.97,0.47,2.45,44.4,31.99,13.67,33.38,97.19,8.02,2.73
2022,6,16,6.71,4.66,2.93,0.59,468.55,129.23,136.75,16.23,0.43,2.22,42.34,32.11,14.83,36.06,97.23,5.93,1.77
2022,6,17,4.76,2.32,2.87,0.42,468.85,92.27,128.6,11.54,0.32,1.63,38.45,30.19,17.88,53.31,97.31,5.12,1.11
2022,6,18,4.96,2.06,3.36,0.44,450.36,96.5,129.93,12.2,0.32,1.64,36.01,27.46,17.88,62.81,97.48,3.78,0.21
2022,6,19,2.85,1.05,2.08,0.25,440.65,58.43,127.71,7.64,0.2,1.02,35.61,26.27,17.15,60.56,97.42,2.37,0.98
2022,6,20,4.56,1.74,3.29,0.4,452.67,88.79,134.09,11.37,0.29,1.44,37.7,26.59,13.0,43.94,97.28,2.6,0.3
2022,6,21,4.93,2.67,2.99,0.44,444.06,94.95,124.29,11.55,0.29,1.48,36.83,25.99,13.85,46.12,97.2,4.61,0.53
2022,6,22,6.06,3.18,3.49,0.53,444.24,114.41,120.23,13.54,0.35,1.82,38.66,27.47,14.34,46.44,97.61,4.62,0.86
2022,6,23,6.84,4.45,3.27,0.6,431.25,129.5,131.98,15.89,0.41,2.11,39.9,26.94,12.51,41.69,97.76,6.94,2.79
2022,6,24,7.12,5.49,2.8,0.62,421.66,132.47,138.54,16.57,0.41,-999.0,40.91,24.8,9.46,32.62,97.48,5.2,2.76
2022,6,25,7.31,5.86,2.65,0.65,437.05,137.29,141.8,17.38,0.46,2.41,42.14,28.1,9.58,28.38,97.2,3.09,0.22
2022,6,26,6.5,4.07,3.27,0.57,460.27,124.23,129.95,15.18,0.4,2.09,42.4,27.94,10.19,28.62,97.28,6.05,2.1
2022,6,27,5.64,2.9,3.36,0.5,471.71,103.4,111.22,11.89,0.31,1.62,42.12,30.71,15.5,40.19,97.36,5.52,1.92
2022,6,28,4.74,1.73,3.41,0.42,485.1,90.6,116.29,10.59,0.29,1.48,44.53,32.23,15.56,37.25,97.06,5.29,0.57
2022,6,29,4.96,1.71,3.65,0.44,475.59,95.92,124.36,11.53,0.32,1.67,45.35,32.59,15.81,37.19,96.8,6.45,0.5
2022,6,30,1.07,0.44,0.81,0.09,445.65,23.41,123.35,3.05,0.07,0.38,34.97,27.48,21.48,73.0,97.07,4.09,0.09
2022,7,1,3.45,1.25,2.5,0.3,446.81,69.59,117.55,8.65,0.24,1.23,33.63,26.74,20.2,76.0,97.18,3.81,1.65
2022,7,2,4.97,2.25,3.21,0.44,454.73,98.47,128.34,12.62,0.34,1.77,36.63,26.59,18.98,65.31,97.07,3.38,1.24
2022,7,3,5.18,2.74,3.04,0.46,450.07,101.56,126.39,13.0,0.36,1.85,37.56,27.82,19.84,61.81,97.13,4.6,1.48
2022,7,4,5.44,2.99,3.07,0.48,457.54,106.95,128.48,13.6,0.36,1.86,38.42,29.19,19.84,59.12,97.14,3.56,0.27
2022,7,5,5.27,2.57,3.28,0.47,456.52,101.65,122.8,12.58,0.33,1.67,37.27,29.51,18.43,56.25,97.14,4.51,0.77
2022,7,6,5.57,3.17,3.25,0.49,459.14,108.66,129.9,13.69,0.36,1.84,39.32,28.32,17.76,52.5,97.39,6.3,2.74
2022,7,7,6.44,4.86,2.75,0.57,458.23,126.89,138.19,16.39,0.45,2.3,40.05,29.48,17.94,52.0,97.53,5.77,2.28
2022,7,8,6.54,4.96,2.78,0.58,455.41,127.13,134.66,16.05,0.42,2.19,41.19,29.66,18.25,50.5,97.28,4.38,1.3
2022,7,9,3.1,1.12,2.33,0.27,448.15,62.61,122.45,8.13,0.2,1.04,36.18,29.63,18.43,56.75,97.15,4.64,1.59
2022,7,10,4.2,1.68,2.95,0.38,452.9,83.41,124.09,10.81,0.29,1.47,36.59,27.12,18.49,63.69,97.31,4.76,0.85
2022,7,11,5.64,3.55,2.92,0.5,460.12,109.64,127.55,13.84,0.37,1.91,38.87,27.9,18.68,57.94,97.35,2.94,0.81
2022,7,12,3.8,1.73,2.52,0.34,458.83,76.48,127.12,9.88,0.26,1.33,36.32,29.09,19.59,63.0,97.29,3.9,1.77
2022,7,13,4.78,2.74,2.58,0.43,455.88,93.6,122.95,11.81,0.34,1.77,38.57,28.03,19.35,59.25,97.07,2.8,1.01
2022,7,14,5.63,3.52,2.94,0.5,451.19,110.97,134.31,14.52,0.41,2.17,39.54,28.56,18.31,55.81,97.09,5.42,3.33
2022,7,15,6.19,4.94,2.53,0.55,451.36,120.44,136.19,15.59,0.44,2.3,39.94,29.66,17.03,50.56,97.24,7.34,3.01
2022,7,16,3.17,1.68,1.97,0.28,449.15,63.3,135.12,8.41,0.23,1.22,36.4,28.23,18.43,59.5,97.36,6.41,2.12
2022,7,17,4.93,2.8,2.7,0.44,450.65,97.66,130.55,12.99,0.38,1.96,39.13,28.33,18.98,58.38,97.52,5.31,1.11
2022,7,18,6.24,4.83,2.69,0.56,460.27,122.03,133.81,15.59,0.44,2.28,40.84,27.8,18.98,56.94,97.38,3.66,1.06
2022,7,19,5.41,3.26,2.81,0.48,461.34,105.84,125.74,13.48,0.38,1.96,40.69,28.88,19.96,57.69,97.21,3.59,0.2
2022,7,20,2.49,0.94,1.82,0.23,453.41,49.18,114.64,6.19,0.16,0.84,33.81,28.93,23.01,76.69,97.25,2.6,0.32
2022,7,21,3.78,1.37,2.8,0.34,444.81,76.48,126.37,9.93,0.27,1.41,31.19,27.69,21.36,81.94,97.49,2.82,1.55
2022,7,22,4.19,1.52,3.03,0.38,447.21,83.33,121.52,10.81,0.31,1.59,35.04,26.8,20.14,72.44,97.58,3.16,1.02
2022,7,23,4.38,1.76,3.03,0.4,442.22,87.04,124.54,11.48,0.33,1.7,35.94,26.47,20.08,73.19,97.45,7.61,2.31
2022,7,24,5.0,2.59,3.12,0.45,442.87,98.1,124.63,12.62,0.35,1.81,33.93,26.82,19.47,71.06,97.46,7.71,2.77
2022,7,25,5.46,3.81,2.64,0.49,445.77,107.58,129.69,13.94,0.38,1.98,34.78,26.24,19.1,69.88,97.66,7.8,2.0
2022,7,26,4.81,2.74,2.76,0.44,445.97,96.73,133.68,12.91,0.37,1.88,34.66,26.06,19.47,73.44,97.78,5.65,2.71
2022,7,27,4.58,1.73,3.34,0.41,442.47,92.05,130.85,12.18,0.34,1.73,34.21,25.83,19.1,71.19,97.72,6.85,2.23
2022,7,28,4.56,2.12,2.88,0.41,449.09,92.38,132.26,12.5,0.36,1.87,32.98,26.1,20.94,82.0,97.82,3.61,0.73
2022,7,29,3.24,1.17,2.38,0.3,445.14,67.46,134.63,9.48,0.27,1.41,32.96,26.2,20.94,82.12,97.8,3.38,1.45
2022,7,30,3.74,1.34,2.77,0.34,442.87,77.33,133.98,10.65,0.3,1.52,32.8,26.35,20.69,80.12,97.63,3.71,1.52
2022,7,31,4.3,2.0,2.78,0.39,443.29,86.3,128.47,11.52,0.33,1.67,34.03,26.05,20.51,77.56,97.38,3.61,1.19
2022,8,1,5.0,2.82,2.83,0.46,443.73,100.19,130.64,13.2,0.38,1.93,33.79,26.48,21.06,79.12,97.36,3.3,0.9
2022,8,2,5.78,3.63,2.99,0.53,437.98,110.04,120.02,13.65,0.36,1.88,34.8,25.94,21.0,75.88,97.35,2.94,0.48
2022,8,3,4.31,1.64,3.08,0.4,444.75,82.28,111.7,10.16,0.27,1.41,35.34,27.0,20.45,70.88,97.5,2.2,0.18
2022,8,4,3.73,1.29,2.77,0.34,444.8,71.48,102.98,8.64,0.23,1.18,34.22,27.07,20.87,76.81,97.52,2.64,1.41
2022,8,5,3.32,1.44,2.37,0.3,444.14,64.93,109.12,8.23,0.21,1.08,33.51,26.2,20.63,78.19,97.41,3.68,1.27
2022,8,6,3.64,1.3,2.74,0.34,441.26,70.62,111.25,8.97,0.24,1.25,35.12,26.22,20.69,74.38,97.22,1.89,0.14
2022,8,7,1.64,0.64,1.25,0.15,438.8,33.92,111.45,4.53,0.12,0.6,30.81,26.4,21.67,85.56,97.26,3.38,1.19
2022,8,8,5.86,3.7,3.06,0.55,437.74,114.04,126.01,14.52,0.41,2.09,35.27,25.44,20.45,75.25,97.21,3.52,1.27
2022,8,9,5.98,4.37,2.88,0.55,445.23,117.25,132.44,15.25,0.43,2.2,35.2,26.87,20.45,72.69,97.22,3.99,1.26
2022,8,10,6.49,5.19,2.83,0.61,442.36,127.23,136.48,16.54,0.46,2.35,37.67,26.59,19.35,65.88,97.08,5.2,2.02
2022,8,11,2.45,0.87,1.86,0.23,434.85,51.68,133.2,7.42,0.21,1.06,32.25,26.83,19.29,76.0,97.29,8.73,2.39
2022,8,12,6.39,5.46,2.31,0.6,437.93,124.87,135.0,16.33,0.47,2.44,36.38,25.26,18.37,68.5,97.28,7.3,2.77
2022,8,13,5.19,3.33,2.74,0.49,446.96,101.88,125.98,13.24,0.37,1.89,36.55,25.38,19.29,69.44,97.23,6.78,2.59
2022,8,14,3.17,1.28,2.26,0.3,443.73,62.98,120.6,8.33,0.23,1.14,34.17,26.61,20.26,74.94,97.5,3.62,1.37
2022,8,15,4.68,1.97,3.26,0.45,439.38,93.38,133.04,12.52,0.36,1.84,32.64,25.74,18.8,74.75,97.64,6.84,2.72
2022,8,16,3.67,2.18,2.19,0.35,443.65,74.45,133.26,10.3,0.29,1.48,33.93,26.23,18.49,71.81,97.45,11.12,4.67
2022,8,17,5.83,4.71,2.44,0.55,439.69,116.27,137.49,15.47,0.44,2.28,34.66,25.07,18.62,72.38,97.55,8.68,2.34
2022,8,18,6.36,5.82,2.27,0.61,443.67,126.23,137.89,16.58,0.47,2.41,35.28,25.89,19.35,70.75,97.46,4.15,1.88
2022,8,19,6.01,4.0,3.18,0.58,439.14,117.69,128.56,15.18,0.42,2.15,35.28,25.86,19.17,69.44,97.47,5.68,0.27
2022,8,20,3.78,1.77,2.62,0.36,443.08,75.98,125.02,10.38,0.29,1.45,32.72,27.05,18.74,69.5,97.64,2.06,0.34
2022,8,21,5.29,2.75,3.26,0.51,443.77,103.43,125.16,13.63,0.39,1.98,35.98,25.73,18.43,67.06,97.45,3.55,1.35
2022,8,22,5.08,2.08,3.51,0.49,440.17,100.09,124.66,13.3,0.39,2.0,36.91,26.13,18.74,66.25,97.27,3.98,1.52
2022,8,23,5.52,3.72,2.79,0.53,442.71,109.46,131.0,14.55,0.41,2.1,35.63,26.62,18.01,65.88,97.36,10.43,3.48
2022,8,24,4.24,1.87,2.94,0.41,442.49,85.32,129.84,11.64,0.33,1.67,35.55,25.8,17.52,67.44,97.79,6.27,2.35
2022,8,25,5.36,4.12,2.49,0.52,442.52,104.41,125.84,13.57,0.37,1.9,36.18,24.6,17.27,65.25,97.73,2.61,1.16
2022,8,26,5.59,3.87,2.82,0.55,439.7,108.47,119.57,13.72,0.38,1.97,35.08,25.41,17.76,66.88,97.69,4.76,2.32
2022,8,27,5.88,4.5,2.57,0.58,439.55,115.01,123.23,14.6,0.4,2.05,35.98,26.06,17.76,65.25,97.6,6.44,1.84
2022,8,28,5.71,3.52,3.11,0.56,439.22,112.61,127.63,14.61,0.41,2.06,36.49,25.3,16.91,61.25,97.65,6.48,1.41
2022,8,29,4.93,2.88,2.66,0.48,448.38,96.67,117.28,12.25,0.34,1.74,36.01,26.05,16.91,60.31,98.01,3.3,0.41
2022,8,30,4.72,2.43,2.92,0.47,443.95,91.79,111.25,11.58,0.31,1.59,36.4,26.05,18.19,65.94,98.06,2.36,0.59
2022,8,31,5.56,4.07,2.52,0.55,442.25,108.14,118.26,13.71,0.38,1.95,37.76,26.46,17.94,61.44,97.79,4.16,1.28
2022,9,1,5.36,3.37,2.82,0.54,447.8,103.48,115.72,13.09,0.36,1.87,37.46,27.51,18.55,61.12,97.8,3.07,0.73
2022,9,2,4.44,2.41,2.63,0.45,439.26,86.65,112.62,11.02,0.3,1.53,37.01,27.85,17.4,56.62,97.92,2.24,0.29
2022,9,3,6.07,5.3,2.19,0.61,430.71,114.53,115.71,14.17,0.38,1.95,37.76,27.06,16.91,57.44,97.66,5.95,1.68
2022,9,4,6.16,4.85,2.66,0.62,425.46,114.23,119.7,14.33,0.38,1.96,39.17,26.61,16.24,54.5,97.52,6.66,2.38
2022,9,5,6.1,5.36,2.3,0.62,423.47,115.3,119.15,14.4,0.38,1.92,37.62,25.8,16.78,58.81,97.72,3.64,1.02
2022,9,6,5.57,4.35,2.46,0.57,431.09,105.95,115.8,13.24,0.34,1.74,37.98,26.23,16.05,56.12,97.88,2.94,0.94
2022,9,7,5.97,5.11,2.32,0.61,431.28,112.98,114.62,13.97,0.36,1.87,38.42,26.13,15.62,54.5,98.02,3.79,0.66
2022,9,8,5.42,4.01,2.53,0.55,432.12,102.47,108.28,12.52,0.32,1.66,38.29,25.64,15.38,54.62,98.07,3.07,1.19
2022,9,9,4.74,2.85,2.68,0.49,439.19,86.76,93.97,10.05,0.25,1.29,38.16,25.87,15.93,53.75,98.0,2.98,0.91
2022,9,10,4.2,2.11,2.64,0.44,439.16,77.63,93.36,9.11,0.23,1.21,37.13,26.79,18.74,64.69,97.89,3.45,1.52
2022,9,11,5.22,3.7,2.52,0.55,431.67,96.94,101.21,11.63,0.3,1.57,36.73,27.01,18.8,64.75,97.68,2.8,1.33
2022,9,12,5.39,4.27,2.38,0.56,430.99,102.13,108.0,12.55,0.33,1.7,35.48,26.93,17.58,62.25,97.53,5.06,1.66
2022,9,13,5.19,3.85,2.48,0.55,440.86,101.05,114.21,12.8,0.34,1.78,36.37,25.59,17.09,61.88,97.61,6.66,2.3
2022,9,14,3.12,1.19,2.31,0.33,442.16,62.36,104.8,7.96,0.21,1.09,34.76,26.15,17.46,65.88,97.67,6.69,2.88
2022,9,15,2.43,1.04,1.73,0.26,444.95,49.38,106.6,6.49,0.18,0.89,33.46,24.88,18.31,76.0,97.5,6.34,2.79
2022,9,16,1.75,0.68,1.32,0.19,455.62,36.25,104.73,4.78,0.12,0.64,33.23,23.59,17.76,75.44,97.27,5.66,1.78
2022,9,17,4.85,3.3,2.5,0.52,427.48,91.79,100.24,11.06,0.28,1.43,36.98,23.83,16.97,66.06,97.49,3.66,0.37
2022,9,18,4.94,3.58,2.46,0.53,420.85,91.61,97.5,10.81,0.27,1.38,36.87,24.41,15.75,60.75,97.81,4.37,1.07
2022,9,19,3.34,1.62,2.29,0.36,433.52,64.46,98.76,8.06,0.2,1.02,35.62,25.14,15.62,59.81,97.87,4.89,0.29
2022,9,20,3.56,1.76,2.33,0.38,440.95,68.6,98.46,8.54,0.23,1.15,35.08,24.99,18.43,70.56,97.84,2.09,0.66
2022,9,21,2.44,1.14,1.68,0.27,440.27,48.57,100.73,6.21,0.16,0.84,33.26,25.8,19.04,75.56,97.84,3.57,1.09
2022,9,22,1.6,0.63,1.23,0.17,437.87,33.23,98.88,4.38,0.12,0.6,31.32,24.8,20.45,85.81,97.74,6.49,1.27
2022,9,23,1.7,0.69,1.26,0.19,435.16,35.38,103.19,4.84,0.13,0.68,29.01,25.29,20.32,89.81,97.66,6.24,2.08
2022,9,24,1.12,0.47,0.85,0.12,433.4,24.01,98.28,3.27,0.09,0.43,29.49,24.66,19.96,90.44,97.53,5.38,2.97
2022,9,25,3.2,1.55,2.22,0.36,431.87,61.03,91.16,7.39,0.18,0.92,31.19,24.15,18.8,81.62,97.75,6.28,0.55
2022,9,26,4.72,3.43,2.4,0.53,415.3,87.38,92.52,10.41,0.25,1.28,31.74,23.12,18.13,81.56,98.16,4.29,0.33
2022,9,27,5.37,5.01,2.02,0.6,401.41,99.45,100.0,12.02,0.29,1.48,32.44,22.82,17.27,76.94,98.02,3.49,0.83
2022,9,28,5.27,4.81,2.08,0.59,403.88,98.12,99.72,11.88,0.29,1.47,32.83,23.13,17.27,75.56,97.93,3.51,0.52
2022,9,29,5.2,4.68,2.11,0.59,405.3,96.16,97.7,11.55,0.28,1.45,32.38,23.2,17.15,76.81,97.91,4.26,0.78
2022,9,30,4.99,4.22,2.21,0.57,406.55,91.75,93.88,10.89,0.27,1.34,31.99,22.78,16.85,77.19,97.98,3.83,0.4
2022,10,1,5.17,4.92,1.99,0.59,401.79,95.69,97.88,11.4,0.27,1.38,33.02,22.39,16.24,73.25,97.88,3.88,1.12
2022,10,2,5.47,5.83,1.69,0.63,397.66,102.57,102.74,12.46,0.3,1.49,33.27,22.13,15.01,69.0,97.89,5.02,1.42
2022,10,3,5.68,6.56,1.5,0.66,390.12,106.78,106.53,13.13,0.3,1.55,32.57,19.85,14.28,70.38,98.0,6.9,1.88
2022,10,4,5.02,4.65,2.05,0.59,403.45,93.49,96.22,11.16,0.27,1.35,33.3,19.88,14.47,69.38,98.15,3.87,1.89
2022,10,5,3.98,2.93,2.03,0.47,415.95,74.84,90.37,8.99,0.23,1.18,33.73,22.3,16.05,70.5,98.09,2.87,0.6
2022,10,6,3.65,2.24,2.27,0.44,416.02,69.34,93.19,8.72,0.23,1.16,30.33,21.24,17.27,82.69,98.16,3.38,1.59
2022,10,7,1.85,0.79,1.35,0.22,424.76,37.86,96.77,5.31,0.15,0.76,28.35,22.43,17.52,87.88,98.24,4.02,0.85
2022,10,8,1.24,0.48,0.95,0.15,420.37,26.44,96.12,3.93,0.11,0.55,26.63,22.85,17.76,92.12,98.21,4.91,1.95
2022,10,9,1.58,0.82,1.11,0.19,428.59,31.99,87.72,4.47,0.11,0.59,26.09,22.61,17.94,94.0,98.08,7.92,0.15
2022,10,10,1.79,1.18,1.14,0.22,434.9,36.16,93.41,4.93,0.12,0.63,29.4,20.77,17.09,87.31,98.35,4.05,0.91
2022,10,11,3.77,2.86,2.02,0.46,415.0,72.64,100.52,9.47,0.23,1.19,29.56,20.73,16.17,81.75,98.24,2.07,0.49
2022,10,12,4.8,4.56,1.92,0.59,379.3,89.35,97.66,11.08,0.26,1.3,29.33,19.26,14.59,80.25,98.39,3.37,0.48
2022,10,13,5.24,6.03,1.56,0.65,360.83,95.92,95.77,11.59,0.26,1.29,29.63,19.06,13.18,73.69,98.5,4.77,1.16
2022,10,14,5.05,5.49,1.69,0.63,360.34,91.81,91.73,10.96,0.24,1.23,29.07,18.12,12.27,70.62,98.49,4.43,0.93
2022,10,15,5.05,5.52,1.69,0.63,357.81,91.49,91.48,10.91,0.25,1.25,29.6,18.07,12.15,66.75,98.42,2.81,0.98
2022,10,16,4.84,4.96,1.77,0.61,364.87,87.02,87.14,10.25,0.23,1.17,30.59,18.1,11.54,62.88,98.63,2.04,0.42
2022,10,17,4.95,5.29,1.68,0.63,366.6,90.08,90.55,10.79,0.24,1.23,29.93,17.56,11.17,62.56,98.63,2.78,0.59
2022,10,18,4.83,5.27,1.65,0.62,360.16,88.12,89.44,10.52,0.23,-999.0,31.16,17.56,10.38,59.12,98.43,2.91,0.52
2022,10,19,5.07,6.19,1.39,0.66,361.84,94.23,94.08,11.4,0.25,1.26,32.11,17.19,10.8,63.81,98.41,3.49,0.63
2022,10,20,4.81,5.29,1.55,0.62,362.16,88.9,90.52,10.7,0.24,-999.0,31.94,15.8,11.47,68.25,98.56,4.1,0.69
2022,10,21,4.95,5.68,1.56,0.65,349.63,89.51,89.48,10.7,0.23,1.13,31.36,16.34,10.31,58.88,98.78,4.12,0.25
2022,10,22,4.63,4.72,1.79,0.61,348.02,83.24,83.34,9.8,0.21,1.05,28.68,17.3,10.19,61.38,98.94,4.29,0.78
2022,10,23,4.55,4.45,1.85,0.6,337.17,80.26,81.86,9.45,0.21,-999.0,28.84,16.31,9.22,56.94,98.83,2.24,0.51
2022,10,24,4.87,5.34,1.64,0.65,332.53,86.62,86.95,10.38,0.23,1.18,29.36,15.19,9.58,60.44,98.4,3.46,1.32
2022,10,25,4.59,4.99,1.68,0.62,328.48,82.32,85.95,9.84,0.21,-999.0,29.62,14.83,9.22,56.81,98.25,5.02,0.94
2022,10,26,4.73,5.06,1.72,0.64,337.21,84.47,84.98,10.09,0.23,1.13,30.58,18.73,9.28,52.62,98.56,3.34,0.45
2022,10,27,4.51,4.6,1.81,0.62,346.05,81.08,82.41,9.59,0.21,1.05,30.98,17.73,9.77,57.44,98.58,3.03,0.19
2022,10,28,4.3,4.03,1.88,0.59,346.93,76.37,78.08,8.93,0.19,0.95,30.32,18.23,10.13,59.12,98.59,2.93,0.09
2022,10,29,3.71,2.82,2.04,0.52,356.94,64.2,68.18,7.2,0.15,0.77,30.14,17.76,9.52,57.44,98.68,2.4,0.32
2022,10,30,3.96,3.45,1.89,0.55,345.32,67.87,68.12,7.57,0.16,0.79,29.73,17.59,8.85,53.94,98.72,3.3,0.68
2022,10,31,4.07,3.92,1.75,0.57,341.5,70.63,71.88,8.07,0.17,0.87,30.26,16.43,9.64,60.62,98.71,2.73,0.27
2022,11,1,4.03,3.68,1.93,0.57,346.61,70.78,71.27,8.07,0.17,0.87,31.84,16.34,10.74,65.88,98.69,3.55,0.14
2022,11,2,4.18,4.2,1.77,0.59,351.38,74.32,74.45,8.66,0.19,0.95,29.84,17.33,11.47,69.75,98.52,5.15,0.72
2022,11,3,3.45,2.33,2.1,0.49,359.02,59.7,63.99,6.73,0.14,0.73,30.68,15.87,10.74,66.25,98.47,4.33,2.14
2022,11,4,3.54,2.58,2.08,0.51,363.36,62.06,64.56,7.0,0.15,0.77,32.22,17.45,11.41,69.0,98.6,3.55,0.97
2022,11,5,3.57,2.79,1.97,0.52,366.03,63.09,64.01,7.08,0.16,0.78,28.35,16.37,13.12,83.44,98.78,4.2,2.41
2022,11,6,3.87,3.55,1.93,0.56,363.25,71.59,76.77,8.58,0.19,0.98,30.29,16.71,13.61,80.88,98.81,3.02,0.8
2022,11,7,4.01,4.01,1.75,0.59,341.52,70.51,70.96,8.24,0.17,0.88,28.49,18.88,13.79,77.94,98.73,2.72,1.05
2022,11,8,2.88,1.42,2.15,0.42,365.26,49.55,56.86,5.55,0.11,0.57,26.06,18.01,12.27,75.56,98.85,5.1,0.16
2022,11,9,3.35,2.58,1.89,0.5,364.65,58.36,59.23,6.58,0.12,0.62,28.1,17.06,11.47,71.88,98.86,2.27,0.31
2022,11,10,3.24,2.48,1.87,0.48,364.24,55.41,57.08,6.14,0.12,0.58,28.73,16.53,11.05,70.12,98.92,3.62,0.38
2022,11,11,3.57,2.97,1.92,0.54,341.12,61.73,61.82,6.95,0.13,0.65,27.55,13.51,8.79,66.0,98.97,5.38,2.53
2022,11,12,4.25,4.93,1.56,0.64,323.6,75.15,75.74,8.9,0.17,0.84,27.89,12.37,7.75,59.06,98.9,6.36,2.74
2022,11,13,3.99,4.52,1.6,0.61,329.69,70.54,70.92,8.2,0.16,0.76,27.08,12.58,7.87,58.56,98.77,4.55,1.74
